20 2.20585e+07
21 1.74006e+07
22 1.31173e+07
23 1.11564e+07
24 7.59894e+06
25 1.12885e+07
26 1.00977e+07
27 9.34637e+06
29 1.12517e+07
30 1.14556e+07
31 1.19313e+07
32 534519
33 1.65081e+06
34 5.15488e+06
35 1.43362e+07
36 1.33095e+07
37 7.29778e+06
38 1.11452e+06
