100 30 100 200  1.5908e+06 95.5496 14.7297 41.9919 9228
100 30 100 400  1.26702e+06 96.8361 3.02565 41.9903 9281.66
100 30 100 600  545747 90.4904 8.54871 41.9954 9261.33
100 30 100 800  596139 92.2195 6.75759 41.9969 9278.89
100 30 100 1000  585366 91.416 7.58145 41.9987 9281.63
