60 20 100 100  0 0 75 21 1.837
60 20 100 200  772.627 73.4139 25.3776 41.5 6.79
60 20 100 300  24017.2 98.0448 2.72727 41.9992 36.778
60 20 100 400  8967.69 96.2657 3.76735 41.6 26.88
60 20 100 500  15564.9 96.3705 7.10775 41.9981 47.849
